Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Lidl Werbespot 2008,Lidl,Instagram,2022-01-14,2910822,Lena Meyer-Landrut,Saturn macht Technik zum Erlebnis!,http://riehl.de/,YouTube Leaderboard
Hornbach Werbespot 2020,Hornbach,Instagram,2025-03-25,9678436,Manuel Neuer,"Telekom – Erleben, was verbindet.",http://www.kitzmann.de/,YouTube Leaderboard
Edeka Werbespot 1988,Edeka,Instagram,2020-10-04,7296418,Palina Rojinski,"Telekom – Erleben, was verbindet.",http://metz.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 2001,Mercedes-Benz,TikTok,2024-10-26,6427066,Manuel Neuer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://koch.com/,W&V
McDonald's Werbespot 1982,McDonald's,YouTube,2024-03-10,9068517,Palina Rojinski,Mach es zu deinem Projekt – mit Hornbach.,http://www.giess.com/,Meta Ads Library
Adidas Werbespot 1981,Adidas,TikTok,2022-08-23,2580227,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.flantz.com/,Deutscher Mediapreis
Saturn Werbespot 1989,Saturn,TikTok,2023-11-03,8477953,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,http://loechel.com/,Meta Ads Library
Telekom Werbespot 1989,Telekom,Instagram,2021-11-26,2493236,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.preiss.de/,W&V
Lidl Werbespot 1998,Lidl,TV,2025-03-20,837302,Florian David Fitz,McDonald's – Ich liebe es.,https://scheibe.de/,Deutscher Mediapreis
Nike Werbespot 2001,Nike,YouTube,2022-11-18,8429194,,"Telekom – Erleben, was verbindet.",http://hess.de/,Meta Ads Library
Volkswagen Werbespot 1995,Volkswagen,TV,2022-09-30,3333709,,Saturn macht Technik zum Erlebnis!,http://www.hoelzenbecher.com/,Deutscher Mediapreis
Hornbach Werbespot 2018,Hornbach,Facebook,2024-11-06,8805418,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.trub.com/,Meta Ads Library
Lidl Werbespot 1980,Lidl,Instagram,2022-04-27,5435946,,Mach es zu deinem Projekt – mit Hornbach.,http://www.rust.org/,YouTube Leaderboard
Lidl Werbespot 1995,Lidl,TV,2021-11-12,6138174,,Dein Style. Deine Regeln. Adidas Originals.,http://www.junck.de/,Meta Ads Library
Adidas Werbespot 1980,Adidas,Instagram,2023-06-20,416123,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.jacobi.com/,Meta Ads Library
Adidas Werbespot 1971,Adidas,TikTok,2023-09-26,2456428,Lena Meyer-Landrut,Saturn macht Technik zum Erlebnis!,https://www.juncken.de/,YouTube Leaderboard
Mercedes-Benz Werbespot 2014,Mercedes-Benz,Facebook,2022-10-23,2627098,Palina Rojinski,Jetzt bei Lidl: Qualität zum besten Preis!,https://staude.com/,YouTube Leaderboard
Edeka Werbespot 2024,Edeka,Facebook,2025-02-07,2487610,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://dowerg.de/,YouTube Leaderboard
Adidas Werbespot 1972,Adidas,YouTube,2021-06-25,7560780,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,http://kusch.net/,YouTube Leaderboard
Adidas Werbespot 2000,Adidas,Facebook,2023-05-03,3564677,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://schmidt.net/,W&V
McDonald's Werbespot 2009,McDonald's,TV,2024-10-09,2381416,Florian David Fitz,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://barkholz.de/,Deutscher Mediapreis
Hornbach Werbespot 2016,Hornbach,TikTok,2021-01-14,4295846,Manuel Neuer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.junck.com/,YouTube Leaderboard
Nike Werbespot 2015,Nike,Facebook,2023-05-14,4561347,Florian David Fitz,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.lorch.de/,Deutscher Mediapreis
Edeka Werbespot 1996,Edeka,YouTube,2023-06-20,4561832,,Dein Style. Deine Regeln. Adidas Originals.,http://killer.com/,YouTube Leaderboard
Edeka Werbespot 1984,Edeka,Instagram,2024-01-28,3888365,,"Telekom – Erleben, was verbindet.",https://froehlich.de/,YouTube Leaderboard
Adidas Werbespot 1979,Adidas,TV,2025-04-16,8928107,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.jaehn.de/,Meta Ads Library
Mercedes-Benz Werbespot 1974,Mercedes-Benz,TikTok,2023-06-29,9416775,Lena Meyer-Landrut,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.segebahn.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 2007,Mercedes-Benz,TikTok,2024-03-23,5606369,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,http://www.kranz.de/,Deutscher Mediapreis
Volkswagen Werbespot 1972,Volkswagen,YouTube,2022-11-12,5914121,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,https://weimer.de/,W&V
Mercedes-Benz Werbespot 1985,Mercedes-Benz,TikTok,2020-07-10,1050350,Joko Winterscheidt,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.jacob.de/,Deutscher Mediapreis
Edeka Werbespot 1978,Edeka,TikTok,2022-09-28,3794649,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.suessebier.com/,W&V
Telekom Werbespot 1978,Telekom,Facebook,2022-08-27,6422371,Helene Fischer,McDonald's – Ich liebe es.,https://www.weiss.de/,Meta Ads Library
Telekom Werbespot 2009,Telekom,Facebook,2024-05-19,2572705,Florian David Fitz,"Telekom – Erleben, was verbindet.",https://stumpf.de/,W&V
Hornbach Werbespot 2017,Hornbach,Instagram,2021-04-24,9107172,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.froehlich.com/,Meta Ads Library
Volkswagen Werbespot 1991,Volkswagen,TikTok,2024-03-20,3404202,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://bloch.de/,W&V
McDonald's Werbespot 1998,McDonald's,Facebook,2023-04-29,2445253,,Mach es zu deinem Projekt – mit Hornbach.,http://reichmann.net/,Meta Ads Library
Adidas Werbespot 2022,Adidas,YouTube,2021-11-08,8951610,,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.junitz.de/,Meta Ads Library
Adidas Werbespot 2016,Adidas,Facebook,2022-11-09,5356688,Manuel Neuer,"Telekom – Erleben, was verbindet.",https://reising.de/,Deutscher Mediapreis
Nike Werbespot 1979,Nike,TV,2020-05-28,2559416,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://zaenker.de/,YouTube Leaderboard
Volkswagen Werbespot 1981,Volkswagen,Facebook,2021-03-02,4487211,Manuel Neuer,Mach es zu deinem Projekt – mit Hornbach.,http://www.hartung.net/,Meta Ads Library
Hornbach Werbespot 2024,Hornbach,Facebook,2025-01-17,447625,,Dein Style. Deine Regeln. Adidas Originals.,http://buchholz.com/,YouTube Leaderboard
Saturn Werbespot 2002,Saturn,Facebook,2023-04-04,7874546,,Dein Style. Deine Regeln. Adidas Originals.,https://martin.de/,Meta Ads Library
Telekom Werbespot 1981,Telekom,TV,2022-11-20,2317080,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.eckbauer.com/,Meta Ads Library
Mercedes-Benz Werbespot 2016,Mercedes-Benz,YouTube,2022-03-22,261897,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.ehlert.de/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2017,Mercedes-Benz,Facebook,2021-03-31,1119583,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.wesack.net/,Deutscher Mediapreis
Hornbach Werbespot 1977,Hornbach,TV,2020-07-28,7686330,Palina Rojinski,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://herrmann.com/,Deutscher Mediapreis
Telekom Werbespot 1990,Telekom,YouTube,2020-05-19,6391619,Florian David Fitz,Dein Style. Deine Regeln. Adidas Originals.,http://www.haering.net/,Deutscher Mediapreis
Hornbach Werbespot 1982,Hornbach,TikTok,2023-04-15,9005261,Florian David Fitz,McDonald's – Ich liebe es.,http://www.weitzel.de/,YouTube Leaderboard
McDonald's Werbespot 1993,McDonald's,YouTube,2021-08-29,7675517,Lena Meyer-Landrut,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.salz.com/,Meta Ads Library
McDonald's Werbespot 2005,McDonald's,TikTok,2022-02-21,668532,,McDonald's – Ich liebe es.,http://werner.com/,Deutscher Mediapreis
McDonald's Werbespot 2019,McDonald's,YouTube,2021-02-18,4895179,,Saturn macht Technik zum Erlebnis!,http://tintzmann.de/,Deutscher Mediapreis
Nike Werbespot 2015,Nike,Instagram,2021-03-17,2803181,Lena Meyer-Landrut,"Telekom – Erleben, was verbindet.",http://loos.net/,W&V
Hornbach Werbespot 1997,Hornbach,YouTube,2021-04-03,2396384,,Saturn macht Technik zum Erlebnis!,https://www.doerschner.de/,Deutscher Mediapreis
Lidl Werbespot 2021,Lidl,TikTok,2023-05-15,3026063,Helene Fischer,Mach es zu deinem Projekt – mit Hornbach.,https://www.junken.com/,Meta Ads Library
Telekom Werbespot 1996,Telekom,TV,2022-09-16,7574609,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://matthaei.net/,Meta Ads Library
Saturn Werbespot 2007,Saturn,TikTok,2023-10-05,7638318,,Jetzt bei Lidl: Qualität zum besten Preis!,https://bohnbach.de/,W&V
Adidas Werbespot 2016,Adidas,Facebook,2023-06-03,1539935,Helene Fischer,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.nohlmans.com/,Deutscher Mediapreis
Adidas Werbespot 1996,Adidas,YouTube,2024-01-08,6453916,,McDonald's – Ich liebe es.,http://www.kruschwitz.com/,Meta Ads Library
Telekom Werbespot 2020,Telekom,TikTok,2021-09-24,746621,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://kambs.de/,W&V
Hornbach Werbespot 1978,Hornbach,Facebook,2022-04-11,2436109,Elyas M'Barek,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://wilmsen.org/,YouTube Leaderboard
Telekom Werbespot 2021,Telekom,Instagram,2023-09-13,7496970,Joko Winterscheidt,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://schleich.de/,Meta Ads Library
Lidl Werbespot 2002,Lidl,Facebook,2024-08-23,69272,,Mach es zu deinem Projekt – mit Hornbach.,https://www.doerr.de/,W&V
Edeka Werbespot 2003,Edeka,TV,2022-04-05,8375828,Lena Meyer-Landrut,McDonald's – Ich liebe es.,http://www.weihmann.com/,YouTube Leaderboard
Hornbach Werbespot 2003,Hornbach,TV,2020-07-10,3648539,,Mach es zu deinem Projekt – mit Hornbach.,http://stoll.de/,Deutscher Mediapreis
Saturn Werbespot 1980,Saturn,TV,2022-11-14,1342193,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://www.wende.de/,YouTube Leaderboard
Mercedes-Benz Werbespot 2023,Mercedes-Benz,TikTok,2024-04-04,9364114,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://ortmann.de/,YouTube Leaderboard
Volkswagen Werbespot 2004,Volkswagen,Facebook,2022-07-09,5865581,Manuel Neuer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.loewer.de/,Meta Ads Library
Edeka Werbespot 2000,Edeka,TikTok,2022-12-21,5017018,Florian David Fitz,Dein Style. Deine Regeln. Adidas Originals.,https://beier.org/,YouTube Leaderboard
Edeka Werbespot 2018,Edeka,YouTube,2021-09-09,3000511,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://jockel.de/,W&V
Hornbach Werbespot 2003,Hornbach,TikTok,2021-03-23,9441768,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://rose.com/,Deutscher Mediapreis
Hornbach Werbespot 1996,Hornbach,Instagram,2022-07-15,1572399,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://stiffel.de/,W&V
Adidas Werbespot 2022,Adidas,TV,2022-09-18,7179304,Helene Fischer,McDonald's – Ich liebe es.,https://www.scheel.com/,YouTube Leaderboard
Nike Werbespot 1994,Nike,TV,2023-04-06,2057210,Elyas M'Barek,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://dietz.de/,W&V
McDonald's Werbespot 1998,McDonald's,TV,2023-04-14,3530621,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.heinz.org/,YouTube Leaderboard
Lidl Werbespot 2010,Lidl,TikTok,2021-01-06,1480854,,Saturn macht Technik zum Erlebnis!,http://kallert.com/,W&V
Telekom Werbespot 2006,Telekom,TikTok,2023-01-26,4366372,Palina Rojinski,McDonald's – Ich liebe es.,http://loeffler.de/,W&V
Volkswagen Werbespot 1988,Volkswagen,TikTok,2020-06-20,8338158,Florian David Fitz,McDonald's – Ich liebe es.,https://www.kostolzin.de/,Deutscher Mediapreis
Saturn Werbespot 2008,Saturn,Facebook,2021-02-15,3914421,Florian David Fitz,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.stiebitz.net/,Meta Ads Library
Edeka Werbespot 1992,Edeka,YouTube,2024-07-09,7809486,Manuel Neuer,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.jacob.de/,Meta Ads Library
Hornbach Werbespot 1999,Hornbach,TV,2022-01-04,773232,,Dein Style. Deine Regeln. Adidas Originals.,https://www.hamann.org/,W&V
McDonald's Werbespot 1988,McDonald's,Facebook,2020-09-12,3385360,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://schomber.com/,W&V
Lidl Werbespot 2018,Lidl,Instagram,2025-03-19,8510841,Joko Winterscheidt,McDonald's – Ich liebe es.,http://boerner.de/,W&V
Edeka Werbespot 1999,Edeka,YouTube,2022-01-29,5737097,Palina Rojinski,"Telekom – Erleben, was verbindet.",https://www.jacobi.org/,YouTube Leaderboard
Volkswagen Werbespot 1999,Volkswagen,Facebook,2024-11-20,5679639,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://www.kusch.de/,Deutscher Mediapreis
Edeka Werbespot 2015,Edeka,Facebook,2024-12-14,2616949,Lena Meyer-Landrut,Saturn macht Technik zum Erlebnis!,http://www.trommler.com/,W&V
Saturn Werbespot 2009,Saturn,TV,2024-07-16,8752158,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://schwital.de/,W&V
McDonald's Werbespot 2008,McDonald's,TikTok,2020-10-21,3504064,Manuel Neuer,Mach es zu deinem Projekt – mit Hornbach.,http://finke.org/,W&V
Adidas Werbespot 1999,Adidas,YouTube,2023-10-14,4715338,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.haase.de/,W&V
Telekom Werbespot 1988,Telekom,TikTok,2022-09-26,9589482,Elyas M'Barek,Mach es zu deinem Projekt – mit Hornbach.,http://schleich.net/,Deutscher Mediapreis
Volkswagen Werbespot 1997,Volkswagen,TikTok,2022-04-28,5182103,Helene Fischer,Dein Style. Deine Regeln. Adidas Originals.,http://www.baum.org/,YouTube Leaderboard
Nike Werbespot 2001,Nike,TV,2024-06-04,8349189,Helene Fischer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://beier.net/,W&V
Saturn Werbespot 1980,Saturn,Instagram,2022-08-13,8819723,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.holsten.com/,Meta Ads Library
Lidl Werbespot 2013,Lidl,Instagram,2020-08-27,3400648,Manuel Neuer,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.carsten.org/,Deutscher Mediapreis
McDonald's Werbespot 1974,McDonald's,YouTube,2023-10-04,8399519,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.vogt.com/,Meta Ads Library
Adidas Werbespot 2008,Adidas,TV,2024-07-20,5216955,,Dein Style. Deine Regeln. Adidas Originals.,http://conradi.com/,Meta Ads Library
Lidl Werbespot 2022,Lidl,TikTok,2022-12-17,3452468,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://weinhold.net/,Deutscher Mediapreis
Telekom Werbespot 1998,Telekom,TikTok,2022-02-24,78952,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.hamann.de/,YouTube Leaderboard
Hornbach Werbespot 1997,Hornbach,YouTube,2022-06-17,7842877,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://koester.com/,YouTube Leaderboard
McDonald's Werbespot 1991,McDonald's,Instagram,2024-12-08,9699846,Manuel Neuer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://hentschel.org/,Meta Ads Library
Adidas Werbespot 2023,Adidas,Facebook,2021-07-12,4817802,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://koch.org/,W&V
Saturn Werbespot 1971,Saturn,YouTube,2020-08-04,2515186,Joko Winterscheidt,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.roehrdanz.de/,W&V
Lidl Werbespot 2025,Lidl,YouTube,2021-05-02,9398962,Florian David Fitz,McDonald's – Ich liebe es.,http://anders.org/,YouTube Leaderboard
Mercedes-Benz Werbespot 1976,Mercedes-Benz,TikTok,2022-04-19,9226826,Palina Rojinski,Dein Style. Deine Regeln. Adidas Originals.,https://www.mans.de/,W&V
Volkswagen Werbespot 2025,Volkswagen,Instagram,2023-10-02,4117483,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://ziegert.de/,YouTube Leaderboard
Nike Werbespot 2020,Nike,TikTok,2023-10-23,9079378,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://fritsch.org/,YouTube Leaderboard
Volkswagen Werbespot 2004,Volkswagen,YouTube,2020-11-10,856511,Lena Meyer-Landrut,Jetzt bei Lidl: Qualität zum besten Preis!,https://wagner.de/,Deutscher Mediapreis
Edeka Werbespot 2000,Edeka,YouTube,2020-07-11,6585272,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.matthaei.com/,Deutscher Mediapreis
Hornbach Werbespot 1970,Hornbach,Instagram,2023-09-14,5585607,Joko Winterscheidt,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://rust.com/,YouTube Leaderboard
Saturn Werbespot 1986,Saturn,TikTok,2024-09-08,1568874,Elyas M'Barek,Saturn macht Technik zum Erlebnis!,http://metz.com/,YouTube Leaderboard
Saturn Werbespot 1987,Saturn,Instagram,2021-10-08,7904449,Lena Meyer-Landrut,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://caspar.de/,Meta Ads Library
Volkswagen Werbespot 1982,Volkswagen,TikTok,2023-08-23,6107668,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",https://www.barkholz.net/,Meta Ads Library
Adidas Werbespot 1976,Adidas,Instagram,2024-03-24,8189005,Lena Meyer-Landrut,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://geisler.com/,YouTube Leaderboard
Saturn Werbespot 1997,Saturn,YouTube,2023-12-11,8040449,Palina Rojinski,Saturn macht Technik zum Erlebnis!,https://www.koch.com/,Meta Ads Library
Nike Werbespot 1970,Nike,Instagram,2024-10-07,9651501,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://oestrovsky.com/,YouTube Leaderboard
Telekom Werbespot 1985,Telekom,YouTube,2022-01-09,9340646,Palina Rojinski,Jetzt bei Lidl: Qualität zum besten Preis!,http://weitzel.com/,W&V
McDonald's Werbespot 1999,McDonald's,TV,2022-01-19,9917549,,"Telekom – Erleben, was verbindet.",http://stiffel.net/,Meta Ads Library
Hornbach Werbespot 1998,Hornbach,Facebook,2021-10-30,2677917,,Saturn macht Technik zum Erlebnis!,https://www.hoffmann.net/,Deutscher Mediapreis
Lidl Werbespot 2012,Lidl,Instagram,2024-02-18,9924834,,"Telekom – Erleben, was verbindet.",http://stroh.de/,Deutscher Mediapreis
Hornbach Werbespot 1975,Hornbach,Instagram,2020-05-20,3972012,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.textor.net/,YouTube Leaderboard
Hornbach Werbespot 2018,Hornbach,TV,2023-07-23,9944848,Helene Fischer,Mach es zu deinem Projekt – mit Hornbach.,https://dehmel.com/,Deutscher Mediapreis
Adidas Werbespot 1973,Adidas,TikTok,2023-02-16,7479488,Helene Fischer,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://schlosser.com/,W&V
Telekom Werbespot 1970,Telekom,YouTube,2022-06-15,1834432,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,https://steinberg.com/,Deutscher Mediapreis
Adidas Werbespot 2009,Adidas,TV,2021-10-27,1528891,Manuel Neuer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://www.oderwald.de/,Meta Ads Library
Hornbach Werbespot 2001,Hornbach,YouTube,2021-06-01,2513436,Elyas M'Barek,Saturn macht Technik zum Erlebnis!,http://reichmann.de/,W&V
Telekom Werbespot 1979,Telekom,TikTok,2022-07-06,7512096,Florian David Fitz,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://eckbauer.org/,Meta Ads Library
Adidas Werbespot 2020,Adidas,Instagram,2023-05-13,5119503,Florian David Fitz,"Telekom – Erleben, was verbindet.",https://schmiedecke.de/,W&V
Lidl Werbespot 1999,Lidl,TikTok,2021-09-12,8573491,Manuel Neuer,"Telekom – Erleben, was verbindet.",https://roht.de/,Meta Ads Library
Nike Werbespot 1973,Nike,YouTube,2021-11-25,9218764,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://www.gnatz.de/,YouTube Leaderboard
McDonald's Werbespot 1987,McDonald's,Instagram,2021-09-08,4744685,Helene Fischer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://oestrovsky.de/,Meta Ads Library
Telekom Werbespot 1994,Telekom,TikTok,2025-01-24,5347290,,"Telekom – Erleben, was verbindet.",https://dowerg.com/,Deutscher Mediapreis
Telekom Werbespot 1993,Telekom,TV,2021-02-02,3553617,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://geisler.org/,Deutscher Mediapreis
Volkswagen Werbespot 2008,Volkswagen,Facebook,2025-04-11,6462434,,Dein Style. Deine Regeln. Adidas Originals.,http://www.winkler.com/,Deutscher Mediapreis
Volkswagen Werbespot 1998,Volkswagen,Instagram,2020-12-12,2262801,Elyas M'Barek,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://dehmel.de/,YouTube Leaderboard
Edeka Werbespot 1971,Edeka,Facebook,2022-09-18,7337199,Lena Meyer-Landrut,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://scheel.com/,YouTube Leaderboard
Volkswagen Werbespot 1971,Volkswagen,TV,2020-12-25,7152130,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,https://schuchhardt.com/,Meta Ads Library
Saturn Werbespot 1992,Saturn,TikTok,2020-09-01,9271862,,Saturn macht Technik zum Erlebnis!,https://walter.com/,Deutscher Mediapreis
Adidas Werbespot 1984,Adidas,Facebook,2020-09-16,7136489,Elyas M'Barek,Mach es zu deinem Projekt – mit Hornbach.,https://weinhold.de/,YouTube Leaderboard
Hornbach Werbespot 1976,Hornbach,TV,2023-09-09,8427612,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.wohlgemut.com/,Deutscher Mediapreis
McDonald's Werbespot 1971,McDonald's,TikTok,2022-01-24,571397,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://hoelzenbecher.com/,Deutscher Mediapreis
Adidas Werbespot 1978,Adidas,YouTube,2022-11-01,8088781,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,https://jessel.com/,Meta Ads Library
McDonald's Werbespot 1994,McDonald's,Instagram,2021-02-10,8682974,Lena Meyer-Landrut,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.meister.org/,YouTube Leaderboard
Mercedes-Benz Werbespot 2008,Mercedes-Benz,TV,2023-11-23,9056228,Helene Fischer,Mach es zu deinem Projekt – mit Hornbach.,http://schmiedt.de/,W&V
Hornbach Werbespot 1976,Hornbach,YouTube,2020-08-21,8986368,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://hauffer.com/,Deutscher Mediapreis
Saturn Werbespot 2003,Saturn,TikTok,2024-10-12,9639539,Lena Meyer-Landrut,Dein Style. Deine Regeln. Adidas Originals.,http://mangold.de/,Deutscher Mediapreis
Adidas Werbespot 1990,Adidas,Instagram,2021-07-23,2820320,Joko Winterscheidt,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://pruschke.org/,W&V
Hornbach Werbespot 2008,Hornbach,Instagram,2020-09-13,7948316,Manuel Neuer,Mach es zu deinem Projekt – mit Hornbach.,http://www.doerr.de/,Meta Ads Library
Hornbach Werbespot 1998,Hornbach,YouTube,2021-02-05,467985,Joko Winterscheidt,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://hermighausen.com/,Deutscher Mediapreis
Lidl Werbespot 1977,Lidl,Facebook,2024-03-26,1299534,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.bien.org/,W&V
Volkswagen Werbespot 1991,Volkswagen,TikTok,2025-04-16,4627376,Joko Winterscheidt,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://hettner.de/,YouTube Leaderboard
Lidl Werbespot 2025,Lidl,TikTok,2021-11-20,9938255,Elyas M'Barek,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,http://www.weitzel.org/,Deutscher Mediapreis
Adidas Werbespot 2015,Adidas,Facebook,2021-03-14,3972709,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,https://www.kruschwitz.com/,Meta Ads Library
McDonald's Werbespot 1981,McDonald's,YouTube,2024-05-09,1426021,Palina Rojinski,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://weiss.de/,Meta Ads Library
Saturn Werbespot 1990,Saturn,TV,2023-05-13,4002095,,Saturn macht Technik zum Erlebnis!,https://eberth.com/,Meta Ads Library
Mercedes-Benz Werbespot 1982,Mercedes-Benz,TikTok,2021-03-31,921435,Palina Rojinski,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,http://www.haering.com/,YouTube Leaderboard
Edeka Werbespot 2014,Edeka,Facebook,2022-05-09,6699827,Lena Meyer-Landrut,Saturn macht Technik zum Erlebnis!,https://www.jacobi.de/,W&V
Saturn Werbespot 1980,Saturn,TikTok,2024-04-29,6381999,,"Telekom – Erleben, was verbindet.",https://www.geisel.de/,Deutscher Mediapreis
Nike Werbespot 2003,Nike,Facebook,2024-04-21,7303631,,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://henk.net/,W&V
Saturn Werbespot 1990,Saturn,TV,2025-02-20,8906176,Palina Rojinski,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.anders.de/,YouTube Leaderboard
McDonald's Werbespot 1998,McDonald's,Instagram,2024-07-06,4583311,,Dein Style. Deine Regeln. Adidas Originals.,https://www.kuehnert.de/,W&V
Nike Werbespot 1985,Nike,YouTube,2020-10-23,9810860,Joko Winterscheidt,"Telekom – Erleben, was verbindet.",http://jopich.com/,Deutscher Mediapreis
